model,outcome,sample,term,estimate,se,ci_low,ci_high,p,n,r2,llf,aic,formula,structure,scaling
8,Cadence,omit_7_31,Intercept,-0.174034291353,0.0929914833402,-0.356294249568,0.00822566686315,0.0612747223855,246,0.0372232259451,-341.484733003,690.969466005,Cadence ~ AgeGroup,random_intercept_age_only_reference,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
8,Cadence,omit_7_31,AgeGroup,0.381630397224,0.133143541887,0.120673850351,0.642586944097,0.00415290005349,246,0.0372232259451,-341.484733003,690.969466005,Cadence ~ AgeGroup,random_intercept_age_only_reference,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
9,Cadence,omit_7_31,Intercept,0.0290141093287,0.0552591957299,-0.0792919241165,0.137320142774,0.599545054009,246,0.837853739426,5.05400952314,1.89198095372,Cadence ~ Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
9,Cadence,omit_7_31,Speed,0.919405952779,0.0256944655409,0.869045725717,0.969766179841,2.08520729032e-280,246,0.837853739426,5.05400952314,1.89198095372,Cadence ~ Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
10,Cadence,omit_7_31,Intercept,-0.132785451309,0.0702922887754,-0.270555805699,0.0049849030821,0.0588855043877,246,0.861510122641,10.1146811567,-6.22936231333,Cadence ~ AgeGroup + Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
10,Cadence,omit_7_31,AgeGroup,0.331351290709,0.100315600822,0.134736326011,0.527966255407,0.000956262601686,246,0.861510122641,10.1146811567,-6.22936231333,Cadence ~ AgeGroup + Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
10,Cadence,omit_7_31,Speed,0.919416649053,0.0256920304486,0.869061194684,0.969772103422,1.81939519102e-280,246,0.861510122641,10.1146811567,-6.22936231333,Cadence ~ AgeGroup + Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
11,Cadence,omit_7_31,Intercept,0.115806775988,0.0559262662374,0.00619330837328,0.225420243603,0.0383864113857,246,0.854272597546,52.4555981234,-90.9111962468,Cadence ~ Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
11,Cadence,omit_7_31,Speed,0.924962890442,0.0194734772597,0.886795576359,0.963130204525,0,246,0.854272597546,52.4555981234,-90.9111962468,Cadence ~ Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
11,Cadence,omit_7_31,Speed2,-0.103825042785,0.00972268949444,-0.122881164027,-0.0847689215428,1.28143294368e-26,246,0.854272597546,52.4555981234,-90.9111962468,Cadence ~ Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
12,Cadence,omit_7_31,Intercept,-0.0497974739295,0.0703772314037,-0.187734312812,0.0881393649534,0.479206535444,246,0.878132267836,57.8062995011,-99.6125990021,Cadence ~ AgeGroup + Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
12,Cadence,omit_7_31,AgeGroup,0.339703416978,0.0996540230881,0.144385120811,0.535021713145,0.000652426183609,246,0.878132267836,57.8062995011,-99.6125990021,Cadence ~ AgeGroup + Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
12,Cadence,omit_7_31,Speed,0.92491621923,0.0194724524478,0.886750913742,0.963081524718,0,246,0.878132267836,57.8062995011,-99.6125990021,Cadence ~ AgeGroup + Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
12,Cadence,omit_7_31,Speed2,-0.104094142653,0.00972175115356,-0.12314842478,-0.0850398605252,9.40196649306e-27,246,0.878132267836,57.8062995011,-99.6125990021,Cadence ~ AgeGroup + Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
13,Cadence,omit_7_31,Intercept,-0.118819822093,0.0705390866213,-0.257073891373,0.0194342471869,0.0920940294106,246,0.860945789928,10.9682721356,-5.93654427125,Cadence ~ AgeGroup * Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
13,Cadence,omit_7_31,AgeGroup,0.303114561714,0.100936047419,0.10528354403,0.500945579398,0.00267301004634,246,0.860945789928,10.9682721356,-5.93654427125,Cadence ~ AgeGroup * Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
13,Cadence,omit_7_31,Speed,0.951609480839,0.0357204884673,0.881598609933,1.02162035175,2.30980604761e-156,246,0.860945789928,10.9682721356,-5.93654427125,Cadence ~ AgeGroup * Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1"
