model,outcome,sample,role,formula,structure,scaling,estimator,converged,llf,aic,residual_variance,intercept_variance,slope_variance,intercept_slope_covariance,intercept_slope_correlation,min_eigenvalue,max_eigenvalue,covariance_positive_definite,eigenvalue_ratio,n,subjects
7,StepLength,omit_7_31,primary,StepLength ~ AgeGroup * Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,71.5430057557,,0.0126949380798,0.0767757831371,0.0103988713498,0.0115009442809,0.407031733185,0.00846261622744,0.0787120382594,True,0.107513620719,246,41
8,Cadence,omit_7_31,RI sensitivity,Cadence ~ AgeGroup,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,-341.484733003,690.969466005,0.922143251234,0.0190513890586,,,,0.0190513890586,0.0190513890586,True,1,246,41
8,Cadence,omit_7_31,RI sensitivity,Cadence ~ AgeGroup,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,-344.398183194,,0.922148207233,0.027904367578,,,,0.027904367578,0.027904367578,True,1,246,41
9,Cadence,omit_7_31,RI sensitivity,Cadence ~ Speed,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,-27.9152415707,63.8304831414,0.0465632959689,0.111960680334,,,,0.111960680334,0.111960680334,True,1,246,41
9,Cadence,omit_7_31,RI sensitivity,Cadence ~ Speed,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,-33.2278299983,,0.0467900634669,0.114935651945,,,,0.114935651945,0.114935651945,True,1,246,41
9,Cadence,omit_7_31,primary,Cadence ~ Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,5.05400952314,1.89198095372,0.0236155263895,0.117673159931,0.021829157032,0.00580542367092,0.114545156226,0.0214787940591,0.118023522904,True,0.18198739989,246,41
9,Cadence,omit_7_31,primary,Cadence ~ Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,0.315033451015,,0.023611248982,0.120753376298,0.022502612473,0.00596390264535,0.114410118017,0.0221419227813,0.12111406599,True,0.182818755199,246,41
10,Cadence,omit_7_31,RI sensitivity,Cadence ~ AgeGroup + Speed,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,-23.4959608575,56.991921715,0.0465628011097,0.0887493202326,,,,0.0887493202326,0.0887493202326,True,1,246,41
10,Cadence,omit_7_31,RI sensitivity,Cadence ~ AgeGroup + Speed,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,-30.3117991111,,0.0467891670668,0.093682163603,,,,0.093682163603,0.093682163603,True,1,246,41
10,Cadence,omit_7_31,primary,Cadence ~ AgeGroup + Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,10.1146811567,-6.22936231333,0.0236175841182,0.0947898453821,0.0218168524331,0.0111197426719,0.244521911774,0.0201600257425,0.0964466720727,True,0.209027696957,246,41
10,Cadence,omit_7_31,primary,Cadence ~ AgeGroup + Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,3.84566022737,,0.0236115084559,0.0997874328338,0.0224966084055,0.0114213287923,0.241057242718,0.0208441964031,0.101439844836,True,0.205483323016,246,41
11,Cadence,omit_7_31,RI sensitivity,Cadence ~ Speed + Speed2,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,26.6916037369,-43.3832074738,0.027361475661,0.114520312316,,,,0.114520312316,0.114520312316,True,1,246,41
11,Cadence,omit_7_31,RI sensitivity,Cadence ~ Speed + Speed2,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,17.5002109994,,0.0276303786143,0.117467366428,,,,0.117467366428,0.117467366428,True,1,246,41
11,Cadence,omit_7_31,primary,Cadence ~ Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,52.4555981234,-90.9111962468,0.0152240181023,0.119687737243,0.0121815362879,0.00498782877623,0.130627819231,0.0119506183262,0.119918655205,True,0.0996560402202,246,41
11,Cadence,omit_7_31,primary,Cadence ~ Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,43.698775013,,0.0153026591655,0.122769358892,0.0126009176093,0.00513251226595,0.13049200858,0.0123623215669,0.123007954934,True,0.100500179631,246,41
12,Cadence,omit_7_31,RI sensitivity,Cadence ~ AgeGroup + Speed + Speed2,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,31.2512613876,-50.5025227752,0.0273610144646,0.0907810445285,,,,0.0907810445285,0.0907810445285,True,1,246,41
12,Cadence,omit_7_31,RI sensitivity,Cadence ~ AgeGroup + Speed + Speed2,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,20.547228992,,0.0276297280135,0.0956416277714,,,,0.0956416277714,0.0956416277714,True,1,246,41
12,Cadence,omit_7_31,primary,Cadence ~ AgeGroup + Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,57.8062995011,-99.6125990021,0.0152250665771,0.0958852903849,0.0121761200861,0.00911738142208,0.26683307955,0.0111945879742,0.0968668224968,True,0.115566792485,246,41
12,Cadence,omit_7_31,primary,Cadence ~ AgeGroup + Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,47.5049934944,,0.0153026766492,0.100820916604,0.0125984388718,0.00937154046764,0.262952496,0.0116139222277,0.101805433248,True,0.114079591404,246,41
13,Cadence,omit_7_31,RI sensitivity,Cadence ~ AgeGroup * Speed,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,-21.1701426775,54.340285355,0.0453746471244,0.0904831037041,,,,0.0904831037041,0.0904831037041,True,1,246,41
13,Cadence,omit_7_31,RI sensitivity,Cadence ~ AgeGroup * Speed,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,-30.6203766361,,0.0458176720279,0.0954841661633,,,,0.0954841661633,0.0954841661633,True,1,246,41
13,Cadence,omit_7_31,primary,Cadence ~ AgeGroup * Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,10.9682721356,-5.93654427125,0.0236015413655,0.0948941569216,0.0207553100243,0.0107503618133,0.242236025848,0.0192279404206,0.0964215265254,True,0.199415432564,246,41
13,Cadence,omit_7_31,primary,Cadence ~ AgeGroup * Speed,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,2.61622213389,,0.023594728184,0.100032281121,0.022076034028,0.0113400476963,0.241314971831,0.0204599363484,0.101648378801,True,0.201281482201,246,41
14,Cadence,omit_7_31,RI sensitivity,Cadence ~ AgeGroup * Speed + Speed2,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,33.4612344202,-52.9224688404,0.0267134291544,0.0920361287165,,,,0.0920361287165,0.0920361287165,True,1,246,41
14,Cadence,omit_7_31,RI sensitivity,Cadence ~ AgeGroup * Speed + Speed2,random_intercept,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,19.8492236231,,0.0271085713326,0.096949164971,,,,0.096949164971,0.096949164971,True,1,246,41
14,Cadence,omit_7_31,primary,Cadence ~ AgeGroup * Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",ML,True,58.6530367682,-99.3060735364,0.0152194990007,0.0958824282112,0.011564071619,0.00880118104499,0.264311498204,0.010655197923,0.0967913019071,True,0.110084250476,246,41
14,Cadence,omit_7_31,primary,Cadence ~ AgeGroup * Speed + Speed2,correlated_random_intercept_speed_slope,"Speed and outcomes full-sample z scores, ddof=1; Speed2=squared z Speed; AgeGroup=0/1",REML,True,45.9899488113,,0.0152916248594,0.100989809692,0.0123732592597,0.00929700683,0.263003977583,0.0114083902442,0.101954678708,True,0.111896681827,246,41
